 age, marital_status, education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
38,married,Associate Certification,Male,13,15-20 kms,Social Media,10,3/12/2015,3/16/2015,37,8,Vertical,No,14,Yes,No
43,married,Associate Degree,Male,24,> 20 kms,Consultants,3,7/15/2015,7/27/2015,16,7,Lateral,Yes,19,No,Yes
44,married,Bachelor Degree,Male,10,> 20 kms,Consultants,6,6/19/2015,7/17/2015,63,8,Lateral,No,20,No,No
38,married,Bachelor Degree,Male,14,<15 kms,Job Portals,4,7/10/2015,8/19/2015,32,6,Vertical,No,14,Yes,No
26,married,Associate Degree,Male,10,15-20 kms,Job Portals,6,1/15/2016,2/11/2016,95,2,Vertical,No,2,No,No
28,divorced,Bachelor Degree,Male,22,> 20 kms,Internal Referrals,3,12/20/2015,2/12/2016,20,3,Lateral,Yes,4,Yes,Yes
32,married,Associate Degree,Male,20,<15 kms,Internal Referrals,3,1/4/2015,2/26/2015,22,7,Lateral,No,8,Yes,Yes
28,married,Bachelor Degree,Male,26,> 20 kms,Consultants,3,3/20/2016,5/1/2016,28,5,Lateral,Yes,4,No,Yes
46,single,Bachelor Degree,Male,25,> 20 kms,Internal Referrals,10,2/23/2016,3/15/2016,29,7,Lateral,No,22,Yes,Yes
37,married,Associate Certification,Male,21,<15 kms,Company Website,3,4/5/2015,6/4/2015,20,6,Lateral,No,13,Yes,Yes
44,divorced,Associate Certification,Male,21,15-20 kms,Job Portals,3,8/25/2015,9/23/2015,62,5,Lateral,Yes,20,Yes,No
36,married,Associate Certification,Male,10,> 20 kms,Job Portals,3,2/8/2015,2/25/2015,55,6,Lateral,Yes,12,No,No
36,single,Associate Certification,Male,22,15-20 kms,Social Media,3,12/11/2015,1/31/2016,24,3,Lateral,No,8,Yes,Yes
39,married,Master Degree,Male,25,> 20 kms,Social Media,9,2/12/2015,2/28/2015,47,4,Vertical,Yes,15,Yes,No
41,divorced,Bachelor Degree,Male,23,> 20 kms,Social Media,7,10/15/2015,12/2/2015,21,5,Lateral,Yes,17,Yes,Yes
35,married,Associate Certification,Male,10,<15 kms,Social Media,3,2/17/2016,3/11/2016,55,7,Vertical,Yes,11,No,No
30,married,Associate Certification,Male,30,<15 kms,Consultants,10,12/24/2015,1/8/2016,16,4,Lateral,Yes,6,No,Yes
36,single,Master Degree,Male,15,<15 kms,Job Portals,9,9/24/2015,10/24/2015,73,4,Vertical,No,12,Yes,No
38,married,Bachelor Degree,Male,22,15-20 kms,Social Media,9,12/20/2015,1/7/2016,25,4,Lateral,No,14,No,Yes
36,single,Bachelor Degree,Male,17,15-20 kms,Company Website,10,10/20/2015,10/31/2015,19,4,Lateral,Yes,12,Yes,Yes
37,divorced,Associate Certification,Male,16,15-20 kms,Internal Referrals,3,4/12/2015,4/28/2015,23,7,Lateral,No,13,Yes,Yes
30,married,Associate Certification,Male,15,<15 kms,Social Media,8,8/25/2015,9/12/2015,75,3,Lateral,No,6,No,No
38,divorced,Bachelor Degree,Male,23,> 20 kms,Consultants,3,4/5/2015,5/25/2015,28,4,Lateral,No,8,Yes,Yes
25,married,Associate Certification,Male,24,> 20 kms,Internal Referrals,8,10/8/2015,10/19/2015,28,1,Lateral,No,1,Yes,Yes
45,married,Associate Degree,Male,15,15-20 kms,Job Portals,9,3/8/2015,4/4/2015,59,3,Lateral,No,21,Yes,No
32,married,Associate Degree,Male,13,> 20 kms,Job Portals,7,8/17/2015,8/29/2015,55,7,Lateral,No,8,No,No
40,divorced,Associate Certification,Male,15,> 20 kms,Company Website,4,8/6/2015,8/12/2015,69,8,Vertical,No,16,Yes,No
38,married,Associate Certification,Male,24,15-20 kms,Consultants,8,10/16/2015,11/14/2015,47,3,Lateral,No,14,Yes,No
28,single,Associate Certification,Male,29,<15 kms,Job Portals,3,10/20/2015,12/16/2015,26,3,Lateral,No,4,No,Yes
44,married,Associate Certification,Male,25,<15 kms,Company Website,3,5/22/2015,7/16/2015,22,8,Lateral,Yes,20,Yes,Yes
41,single,Associate Degree,Male,27,<15 kms,Consultants,7,1/2/2016,2/29/2016,29,4,Lateral,Yes,11,No,Yes
31,married,Associate Degree,Male,27,> 20 kms,Company Website,3,9/17/2015,10/4/2015,17,5,Lateral,No,7,No,Yes
46,married,Associate Degree,Male,16,<15 kms,Consultants,8,12/24/2015,1/9/2016,38,4,Vertical,Yes,22,Yes,No
32,single,Associate Degree,Male,23,15-20 kms,Job Portals,9,12/20/2015,12/29/2015,24,7,Lateral,No,8,Yes,Yes
30,married,Associate Degree,Male,21,15-20 kms,Internal Referrals,3,4/2/2016,5/23/2016,23,5,Lateral,No,6,No,Yes
42,married,Master Degree,Male,25,15-20 kms,Job Portals,3,8/17/2015,8/30/2015,50,7,Lateral,Yes,18,Yes,No
35,married,Associate Degree,Male,29,<15 kms,Internal Referrals,3,7/16/2015,9/5/2015,17,7,Lateral,No,11,No,Yes
35,married,Associate Certification,Male,11,> 20 kms,Company Website,3,2/1/2016,2/23/2016,36,8,Lateral,No,11,Yes,No
34,married,Master Degree,Male,15,> 20 kms,Job Portals,5,11/29/2015,12/11/2015,64,7,Lateral,Yes,10,Yes,No
31,divorced,Associate Degree,Male,17,> 20 kms,Social Media,8,1/21/2016,1/31/2016,20,4,Lateral,Yes,7,No,Yes
29,married,Bachelor Degree,Male,15,> 20 kms,Company Website,3,3/30/2016,4/24/2016,61,3,Vertical,Yes,5,Yes,No
37,married,Bachelor Degree,Male,19,> 20 kms,Social Media,4,5/27/2015,6/3/2015,20,5,Lateral,Yes,13,Yes,Yes
42,single,Associate Degree,Male,15,> 20 kms,Social Media,4,6/19/2015,6/20/2015,94,7,Lateral,No,18,No,No
46,married,Associate Certification,Male,10,<15 kms,Job Portals,8,11/13/2015,11/22/2015,36,3,Lateral,Yes,22,Yes,No
46,married,Associate Certification,Male,14,> 20 kms,Social Media,5,10/19/2015,11/25/2015,63,8,Vertical,No,22,Yes,No
43,married,Associate Certification,Male,10,15-20 kms,Job Portals,3,9/24/2015,10/6/2015,27,4,Lateral,No,19,Yes,No
29,married,Associate Degree,Male,19,15-20 kms,Internal Referrals,10,9/13/2015,9/17/2015,15,3,Lateral,Yes,5,No,Yes
45,married,Associate Certification,Male,14,<15 kms,Job Portals,3,4/2/2016,4/27/2016,91,7,Vertical,No,21,Yes,No
41,single,Associate Certification,Male,10,<15 kms,Job Portals,4,12/20/2015,1/4/2016,25,7,Vertical,No,17,Yes,No
44,married,Master Degree,Male,15,15-20 kms,Job Portals,3,6/16/2015,7/23/2015,56,4,Lateral,No,20,Yes,No
42,married,Bachelor Degree,Male,24,15-20 kms,Internal Referrals,4,10/12/2015,10/14/2015,25,3,Lateral,No,7,Yes,Yes
29,single,Associate Certification,Male,20,<15 kms,Job Portals,4,4/18/2015,5/1/2015,28,4,Lateral,No,5,Yes,Yes
26,married,Associate Certification,Male,16,> 20 kms,Job Portals,4,3/14/2015,4/3/2015,26,2,Lateral,Yes,2,No,Yes
33,single,Master Degree,Male,16,> 20 kms,Social Media,10,10/16/2015,10/17/2015,28,7,Lateral,No,9,Yes,Yes
40,single,Associate Degree,Male,29,<15 kms,Company Website,3,3/23/2016,5/17/2016,24,6,Lateral,No,16,No,Yes
36,single,Associate Certification,Male,30,15-20 kms,Social Media,10,5/27/2015,6/28/2015,26,4,Lateral,No,12,Yes,Yes
41,married,Bachelor Degree,Male,13,<15 kms,Consultants,10,3/5/2015,4/1/2015,29,5,Vertical,No,17,Yes,No
36,single,Associate Degree,Male,11,<15 kms,Job Portals,8,5/16/2016,5/17/2016,77,8,Vertical,Yes,12,No,No
45,married,Associate Certification,Male,12,15-20 kms,Company Website,4,12/25/2015,1/6/2016,81,7,Vertical,No,21,No,No
34,married,Bachelor Degree,Male,14,15-20 kms,Job Portals,8,2/2/2016,3/12/2016,76,6,Lateral,No,10,Yes,No
25,married,Associate Degree,Male,10,> 20 kms,Social Media,8,5/18/2016,6/10/2016,20,1,Lateral,Yes,1,No,Yes
46,married,Associate Certification,Male,15,15-20 kms,Company Website,7,4/30/2015,5/26/2015,60,5,Lateral,Yes,22,No,No
32,married,Associate Certification,Male,14,<15 kms,Social Media,6,8/1/2015,9/26/2015,15,6,Lateral,Yes,8,No,Yes
39,single,Associate Degree,Male,14,> 20 kms,Job Portals,5,12/24/2015,2/10/2016,21,4,Lateral,No,9,No,Yes
37,divorced,Associate Degree,Male,10,> 20 kms,Internal Referrals,7,3/5/2015,3/6/2015,24,4,Lateral,Yes,13,No,Yes
40,married,Bachelor Degree,Male,13,15-20 kms,Company Website,7,3/30/2016,3/31/2016,68,4,Lateral,No,16,No,No
41,married,Bachelor Degree,Male,12,<15 kms,Consultants,3,7/4/2015,8/25/2015,24,7,Lateral,No,17,Yes,Yes
35,married,Bachelor Degree,Male,13,<15 kms,Social Media,3,11/24/2015,12/19/2015,27,4,Lateral,Yes,11,Yes,Yes
34,married,Associate Certification,Male,12,> 20 kms,Social Media,5,7/10/2015,8/27/2015,30,6,Lateral,Yes,10,No,Yes
26,married,Bachelor Degree,Male,12,> 20 kms,Company Website,3,5/11/2015,5/20/2015,28,2,Lateral,No,2,No,Yes
31,married,Associate Certification,Male,13,15-20 kms,Company Website,3,2/15/2016,4/1/2016,29,4,Lateral,No,7,Yes,Yes
32,married,Associate Certification,Male,10,> 20 kms,Internal Referrals,4,9/22/2015,10/18/2015,24,6,Lateral,Yes,8,Yes,Yes
36,married,Master Degree,Male,13,<15 kms,Company Website,3,3/21/2015,4/2/2015,48,8,Vertical,No,12,Yes,No
27,married,Associate Degree,Male,14,15-20 kms,Internal Referrals,4,3/20/2016,4/5/2016,20,5,Lateral,Yes,3,No,Yes
36,single,Master Degree,Male,10,<15 kms,Internal Referrals,7,2/11/2015,2/25/2015,29,4,Lateral,Yes,12,Yes,Yes
33,married,Associate Certification,Male,11,<15 kms,Job Portals,10,9/17/2015,11/9/2015,17,3,Lateral,No,5,No,Yes
37,single,Master Degree,Male,14,> 20 kms,Consultants,4,2/3/2015,2/19/2015,41,3,Vertical,Yes,13,Yes,No
29,married,Bachelor Degree,Male,12,> 20 kms,Job Portals,6,6/8/2015,7/26/2015,24,5,Lateral,No,5,Yes,Yes
25,divorced,Bachelor Degree,Male,10,15-20 kms,Internal Referrals,5,1/15/2016,1/26/2016,27,2,Lateral,No,1,No,Yes
28,divorced,Associate Degree,Male,15,15-20 kms,Job Portals,8,3/22/2016,4/23/2016,89,3,Lateral,No,4,No,No
31,single,Bachelor Degree,Male,10,15-20 kms,Job Portals,6,1/6/2015,2/13/2015,20,5,Lateral,No,7,Yes,Yes
37,married,Associate Degree,Male,15,<15 kms,Consultants,9,1/15/2016,1/25/2016,28,6,Vertical,Yes,13,No,No
40,married,Bachelor Degree,Male,14,15-20 kms,Social Media,5,1/21/2016,2/15/2016,69,5,Lateral,No,16,Yes,No
40,married,Master Degree,Male,13,> 20 kms,Consultants,3,12/24/2015,1/10/2016,27,5,Lateral,No,16,Yes,Yes
31,married,Associate Degree,Male,13,15-20 kms,Social Media,3,6/5/2015,6/29/2015,44,3,Vertical,No,7,No,No
41,married,Associate Degree,Male,12,<15 kms,Consultants,8,3/21/2016,4/30/2016,20,8,Lateral,Yes,17,Yes,Yes
38,married,Master Degree,Male,13,<15 kms,Internal Referrals,7,3/21/2015,4/11/2015,25,7,Lateral,No,14,Yes,Yes
37,single,Associate Degree,Male,11,15-20 kms,Job Portals,7,1/19/2016,1/24/2016,30,6,Vertical,No,13,No,No
25,married,Associate Degree,Male,12,> 20 kms,Social Media,4,9/24/2015,11/17/2015,30,1,Lateral,No,1,Yes,Yes
31,divorced,Associate Degree,Male,12,> 20 kms,Company Website,3,10/16/2015,11/16/2015,16,5,Lateral,No,7,Yes,Yes
25,married,Associate Certification,Male,14,<15 kms,Social Media,10,7/31/2015,8/31/2015,23,1,Lateral,No,1,Yes,Yes
32,married,Associate Degree,Male,12,<15 kms,Consultants,3,3/5/2015,4/11/2015,57,7,Vertical,Yes,8,Yes,No
45,single,Associate Certification,Male,13,<15 kms,Internal Referrals,8,5/7/2015,5/20/2015,27,8,Lateral,No,21,Yes,Yes
38,married,Associate Degree,Male,14,15-20 kms,Consultants,5,7/18/2015,8/16/2015,17,7,Lateral,Yes,14,No,Yes
31,married,Associate Degree,Male,10,15-20 kms,Job Portals,7,8/10/2015,8/31/2015,39,4,Vertical,No,7,Yes,No
34,married,Bachelor Degree,Male,13,<15 kms,Internal Referrals,4,7/5/2015,8/3/2015,27,8,Lateral,No,10,No,Yes
35,married,Associate Certification,Male,21,15-20 kms,Social Media,6,2/3/2015,3/9/2015,65,3,Lateral,No,11,No,No
28,married,Associate Certification,Male,21,> 20 kms,Company Website,3,3/27/2015,5/1/2015,76,5,Vertical,Yes,4,Yes,No
32,divorced,Associate Degree,Male,11,15-20 kms,Company Website,4,10/15/2015,11/24/2015,18,7,Lateral,No,8,No,Yes
44,married,Master Degree,Male,13,15-20 kms,Job Portals,7,2/15/2016,2/22/2016,31,7,Vertical,No,20,Yes,No
34,married,Associate Certification,Male,11,> 20 kms,Job Portals,4,3/11/2015,4/24/2015,22,3,Lateral,No,10,No,Yes
43,married,Master Degree,Male,14,<15 kms,Job Portals,7,5/22/2015,6/23/2015,29,8,Vertical,No,19,No,No
32,married,Bachelor Degree,Male,15,<15 kms,Job Portals,8,12/20/2015,1/21/2016,28,7,Lateral,No,8,Yes,No
45,married,Associate Degree,Male,12,> 20 kms,Company Website,5,3/12/2016,4/5/2016,87,4,Lateral,Yes,21,Yes,No
27,married,Associate Degree,Male,14,<15 kms,Social Media,3,3/31/2015,5/7/2015,30,3,Lateral,No,3,Yes,Yes
30,married,Associate Certification,Male,13,> 20 kms,Consultants,3,11/12/2015,12/14/2015,42,5,Lateral,Yes,6,No,No
37,married,Master Degree,Male,12,15-20 kms,Social Media,8,6/24/2015,8/2/2015,27,4,Lateral,No,13,Yes,Yes
32,married,Associate Degree,Male,11,15-20 kms,Consultants,3,6/14/2015,6/20/2015,34,5,Lateral,No,8,No,No
25,single,Bachelor Degree,Male,13,<15 kms,Social Media,9,4/21/2016,6/5/2016,21,2,Lateral,No,1,Yes,Yes
32,divorced,Associate Certification,Male,12,> 20 kms,Company Website,7,6/16/2015,7/14/2015,27,6,Lateral,No,8,No,Yes
26,married,Bachelor Degree,Male,11,15-20 kms,Social Media,6,4/23/2015,5/24/2015,22,1,Lateral,Yes,2,Yes,Yes
43,married,Master Degree,Male,15,> 20 kms,Job Portals,3,10/16/2015,10/31/2015,45,5,Vertical,Yes,19,No,No
46,married,Bachelor Degree,Male,13,> 20 kms,Internal Referrals,10,6/5/2015,7/28/2015,24,8,Lateral,No,22,Yes,Yes
34,married,Associate Certification,Male,12,<15 kms,Job Portals,3,2/2/2016,2/12/2016,25,8,Lateral,No,10,Yes,No
30,single,Associate Degree,Male,14,<15 kms,Job Portals,10,3/31/2015,4/16/2015,27,4,Lateral,No,6,Yes,Yes
43,married,Associate Degree,Male,10,<15 kms,Company Website,8,3/17/2015,4/16/2015,20,5,Lateral,Yes,19,Yes,Yes
40,single,Associate Certification,Male,15,<15 kms,Social Media,3,4/23/2015,5/8/2015,43,4,Lateral,Yes,16,No,No
44,married,Bachelor Degree,Male,13,> 20 kms,Company Website,6,5/12/2015,6/8/2015,28,4,Lateral,No,20,No,No
25,single,Associate Certification,Male,12,15-20 kms,Consultants,3,3/31/2015,4/1/2015,50,1,Lateral,Yes,1,Yes,No
27,single,Bachelor Degree,Male,25,<15 kms,Social Media,5,1/21/2016,2/5/2016,61,5,Vertical,Yes,6,No,No
30,divorced,Associate Certification,Male,14,> 20 kms,Internal Referrals,8,4/12/2015,5/11/2015,23,5,Lateral,No,6,No,Yes
36,single,Associate Certification,Male,11,<15 kms,Consultants,6,12/9/2015,12/29/2015,29,5,Lateral,Yes,12,Yes,Yes
28,married,Associate Certification,Male,10,> 20 kms,Company Website,5,5/19/2016,6/9/2016,54,5,Vertical,No,4,No,No
39,married,Associate Certification,Male,13,> 20 kms,Internal Referrals,3,12/17/2015,1/3/2016,19,3,Lateral,No,12,Yes,Yes
42,married,Master Degree,Male,20,<15 kms,Job Portals,3,9/10/2015,10/9/2015,36,6,Lateral,Yes,18,Yes,No
45,divorced,Bachelor Degree,Male,14,<15 kms,Company Website,4,2/22/2016,2/29/2016,69,4,Lateral,No,21,No,No
26,married,Associate Degree,Male,12,15-20 kms,Job Portals,5,10/19/2015,12/14/2015,15,2,Lateral,No,2,No,Yes
27,married,Associate Certification,Male,25,> 20 kms,Job Portals,5,12/19/2015,1/22/2016,28,4,Lateral,Yes,3,Yes,No
27,divorced,Associate Degree,Male,13,15-20 kms,Consultants,3,3/23/2016,4/30/2016,24,5,Lateral,No,3,Yes,Yes
34,married,Associate Degree,Male,10,> 20 kms,Company Website,8,10/12/2015,12/9/2015,26,5,Lateral,Yes,10,Yes,Yes
34,married,Bachelor Degree,Male,12,15-20 kms,Consultants,4,3/29/2015,4/24/2015,48,3,Vertical,Yes,10,No,No
33,married,Associate Certification,Male,10,> 20 kms,Social Media,7,5/18/2015,6/27/2015,66,6,Lateral,No,9,No,No
25,married,Associate Degree,Male,10,15-20 kms,Company Website,3,5/22/2015,6/2/2015,18,1,Lateral,Yes,1,No,Yes
44,married,Associate Degree,Male,15,<15 kms,Social Media,8,12/25/2015,1/20/2016,42,6,Lateral,Yes,20,Yes,No
43,married,Associate Degree,Male,13,> 20 kms,Social Media,3,12/20/2015,1/22/2016,16,5,Lateral,No,19,No,Yes
25,married,Associate Degree,Male,20,> 20 kms,Job Portals,3,1/21/2016,2/20/2016,69,1,Vertical,Yes,1,No,No
38,married,Associate Degree,Male,10,15-20 kms,Internal Referrals,3,1/27/2016,2/10/2016,78,4,Vertical,Yes,14,Yes,No
25,married,Associate Certification,Male,13,> 20 kms,Company Website,4,10/19/2015,11/12/2015,20,1,Lateral,Yes,1,Yes,Yes
25,divorced,Bachelor Degree,Male,15,15-20 kms,Social Media,7,2/1/2016,2/7/2016,87,1,Vertical,Yes,1,Yes,No
37,married,Associate Degree,Male,15,> 20 kms,Company Website,10,5/8/2016,5/16/2016,56,3,Vertical,No,13,No,No
40,married,Associate Degree,Male,10,<15 kms,Social Media,8,4/5/2015,4/16/2015,59,4,Lateral,Yes,16,Yes,No
31,married,Associate Certification,Male,12,15-20 kms,Internal Referrals,10,10/19/2015,10/23/2015,62,4,Lateral,No,7,No,No
39,married,Associate Certification,Male,12,15-20 kms,Internal Referrals,5,7/31/2015,9/14/2015,21,7,Vertical,Yes,15,No,Yes
35,married,Bachelor Degree,Male,10,<15 kms,Social Media,9,10/27/2015,11/22/2015,17,3,Lateral,No,7,Yes,Yes
25,married,Associate Certification,Male,25,> 20 kms,Consultants,6,6/8/2016,7/13/2016,64,1,Lateral,No,1,No,No
31,married,Associate Degree,Male,10,<15 kms,Internal Referrals,3,2/27/2016,3/21/2016,24,4,Lateral,Yes,7,No,Yes
40,married,Associate Degree,Male,18,15-20 kms,Consultants,8,6/16/2015,7/26/2015,26,8,Vertical,Yes,16,No,No
27,single,Associate Degree,Male,12,15-20 kms,Company Website,10,11/13/2015,11/17/2015,53,4,Lateral,No,3,Yes,No
46,married,Master Degree,Male,14,15-20 kms,Social Media,8,3/23/2016,3/25/2016,44,8,Lateral,Yes,22,No,No
31,married,Associate Degree,Male,23,15-20 kms,Consultants,4,3/14/2016,3/23/2016,38,3,Vertical,Yes,7,Yes,No
41,married,Master Degree,Male,13,<15 kms,Job Portals,10,4/23/2015,5/11/2015,31,3,Lateral,No,17,Yes,No
28,divorced,Associate Degree,Male,13,15-20 kms,Social Media,3,9/24/2015,10/28/2015,45,3,Vertical,Yes,4,Yes,No
29,married,Bachelor Degree,Male,24,15-20 kms,Company Website,9,1/19/2016,2/3/2016,94,5,Vertical,No,5,Yes,No
38,married,Bachelor Degree,Male,12,> 20 kms,Company Website,9,1/27/2016,3/2/2016,23,3,Lateral,No,11,Yes,Yes
42,married,Associate Certification,Male,12,> 20 kms,Job Portals,3,3/2/2016,3/7/2016,56,7,Vertical,Yes,18,No,No
45,married,Associate Certification,Male,11,<15 kms,Consultants,8,10/25/2015,10/26/2015,19,7,Lateral,Yes,21,No,Yes
27,married,Associate Degree,Male,10,<15 kms,Internal Referrals,3,3/23/2016,5/11/2016,22,5,Vertical,Yes,3,No,Yes
38,single,Master Degree,Male,13,<15 kms,Consultants,10,3/21/2015,4/18/2015,30,3,Vertical,No,14,Yes,No
30,single,Associate Certification,Male,11,<15 kms,Social Media,9,10/16/2015,10/29/2015,18,4,Lateral,No,6,Yes,Yes
41,married,Associate Degree,Male,15,<15 kms,Social Media,4,6/16/2015,7/23/2015,59,6,Lateral,No,17,Yes,No
34,married,Bachelor Degree,Male,11,15-20 kms,Company Website,10,2/20/2016,4/8/2016,22,3,Lateral,No,6,Yes,Yes
39,married,Associate Certification,Male,19,15-20 kms,Company Website,3,12/20/2015,1/10/2016,55,8,Lateral,Yes,15,Yes,No
37,married,Associate Degree,Male,10,<15 kms,Company Website,3,6/6/2015,7/25/2015,28,8,Lateral,Yes,13,No,Yes
42,married,Bachelor Degree,Male,14,15-20 kms,Company Website,10,2/11/2015,2/24/2015,21,6,Vertical,No,18,Yes,Yes
43,married,Associate Degree,Male,13,15-20 kms,Social Media,8,9/13/2015,10/13/2015,20,6,Vertical,Yes,19,Yes,Yes
43,married,Master Degree,Male,14,<15 kms,Job Portals,9,4/15/2015,5/19/2015,90,7,Vertical,No,19,No,No
26,married,Bachelor Degree,Male,10,15-20 kms,Consultants,3,7/16/2015,8/21/2015,55,1,Lateral,No,2,Yes,No
44,married,Associate Degree,Male,11,> 20 kms,Job Portals,8,7/11/2015,8/1/2015,72,5,Vertical,Yes,20,Yes,No
45,married,Associate Certification,Male,14,15-20 kms,Social Media,8,3/6/2015,4/24/2015,20,7,Lateral,No,21,No,Yes
38,married,Associate Degree,Male,18,15-20 kms,Internal Referrals,10,9/13/2015,9/26/2015,59,6,Lateral,Yes,14,Yes,No
44,married,Master Degree,Male,13,15-20 kms,Social Media,10,6/24/2015,8/4/2015,29,7,Lateral,No,20,No,Yes
27,married,Associate Degree,Male,14,> 20 kms,Consultants,6,3/31/2015,4/2/2015,94,3,Vertical,Yes,3,No,No
27,married,Associate Certification,Male,12,> 20 kms,Company Website,3,5/18/2016,5/24/2016,30,3,Lateral,No,3,Yes,Yes
41,single,Master Degree,Male,12,<15 kms,Consultants,9,2/13/2016,3/16/2016,25,7,Lateral,No,17,Yes,Yes
42,married,Associate Certification,Male,13,<15 kms,Consultants,6,5/27/2015,6/14/2015,33,4,Vertical,No,18,Yes,No
31,married,Associate Degree,Male,12,> 20 kms,Company Website,3,8/25/2015,10/1/2015,27,3,Lateral,No,7,Yes,Yes
46,married,Associate Certification,Male,13,15-20 kms,Social Media,3,10/20/2015,11/24/2015,16,6,Vertical,No,22,Yes,Yes
45,single,Associate Certification,Male,15,15-20 kms,Social Media,3,3/26/2016,4/14/2016,79,3,Lateral,No,21,Yes,No
36,married,Bachelor Degree,Male,20,15-20 kms,Social Media,5,7/13/2015,7/18/2015,86,4,Lateral,Yes,12,Yes,No
45,married,Master Degree,Male,12,<15 kms,Company Website,3,3/31/2015,4/8/2015,27,6,Lateral,Yes,21,No,Yes
38,married,Master Degree,Male,27,15-20 kms,Internal Referrals,7,1/20/2016,2/6/2016,76,4,Lateral,No,14,No,No
38,married,Associate Degree,Male,10,<15 kms,Company Website,3,12/17/2015,12/27/2015,19,5,Lateral,Yes,14,No,Yes
27,divorced,Associate Certification,Male,13,15-20 kms,Social Media,3,11/24/2015,12/23/2015,27,3,Vertical,Yes,3,No,Yes
27,divorced,Associate Certification,Male,25,15-20 kms,Consultants,5,4/30/2015,5/23/2015,35,3,Lateral,Yes,3,Yes,No
35,married,Associate Degree,Male,12,15-20 kms,Company Website,3,6/19/2015,6/24/2015,23,6,Lateral,Yes,11,Yes,Yes
26,married,Bachelor Degree,Male,14,> 20 kms,Consultants,7,4/25/2016,6/7/2016,22,2,Vertical,Yes,2,Yes,Yes
39,married,Master Degree,Male,10,<15 kms,Consultants,4,6/24/2015,7/23/2015,23,4,Lateral,Yes,9,No,Yes
27,married,Associate Certification,Male,12,<15 kms,Consultants,3,7/18/2015,8/4/2015,27,5,Lateral,No,3,Yes,Yes
36,married,Associate Certification,Male,18,<15 kms,Consultants,5,10/16/2015,11/19/2015,42,3,Vertical,No,12,No,No
38,married,Associate Certification,Male,13,<15 kms,Company Website,7,9/13/2015,11/12/2015,18,4,Vertical,No,14,No,Yes
25,married,Bachelor Degree,Male,10,15-20 kms,Consultants,3,10/12/2015,11/2/2015,15,2,Vertical,Yes,1,Yes,Yes
34,single,Associate Degree,Male,10,15-20 kms,Internal Referrals,5,10/20/2015,11/5/2015,69,3,Vertical,Yes,10,Yes,No
34,single,Associate Degree,Male,12,<15 kms,Company Website,8,4/27/2016,6/20/2016,27,4,Vertical,No,10,No,Yes
29,married,Bachelor Degree,Male,11,15-20 kms,Company Website,6,1/15/2016,2/1/2016,18,5,Vertical,No,5,Yes,Yes
39,married,Associate Degree,Male,30,> 20 kms,Company Website,4,9/12/2015,10/18/2015,91,4,Lateral,No,15,Yes,No
34,married,Bachelor Degree,Male,24,15-20 kms,Internal Referrals,4,1/5/2015,1/10/2015,68,6,Vertical,Yes,10,No,No
35,married,Master Degree,Male,13,> 20 kms,Consultants,9,6/16/2015,8/7/2015,24,4,Lateral,No,11,Yes,Yes
37,single,Associate Certification,Male,10,> 20 kms,Job Portals,3,12/20/2015,2/2/2016,30,6,Lateral,No,13,Yes,Yes
40,married,Associate Certification,Male,10,15-20 kms,Internal Referrals,5,4/29/2016,6/12/2016,27,4,Lateral,Yes,10,Yes,Yes
28,married,Associate Degree,Male,30,15-20 kms,Social Media,3,12/19/2015,1/9/2016,81,4,Vertical,No,4,No,No
32,married,Associate Certification,Male,22,<15 kms,Internal Referrals,3,6/24/2015,7/25/2015,66,7,Vertical,Yes,8,Yes,No
29,single,Associate Degree,Male,10,> 20 kms,Job Portals,9,4/18/2015,5/13/2015,29,3,Vertical,Yes,5,Yes,Yes
35,married,Associate Degree,Male,12,<15 kms,Company Website,8,2/15/2016,4/7/2016,18,5,Vertical,Yes,11,No,Yes
34,married,Associate Degree,Male,10,15-20 kms,Consultants,3,6/13/2015,6/19/2015,21,3,Lateral,No,6,Yes,Yes
33,married,Associate Certification,Male,10,15-20 kms,Social Media,8,3/29/2015,5/2/2015,17,3,Lateral,Yes,5,No,Yes
44,married,Associate Certification,Male,15,<15 kms,Job Portals,9,2/23/2016,3/22/2016,80,3,Lateral,No,20,Yes,No
37,married,Associate Degree,Male,13,<15 kms,Social Media,4,10/16/2015,10/29/2015,26,4,Lateral,No,13,No,Yes
28,single,Associate Certification,Male,12,> 20 kms,Internal Referrals,3,2/27/2016,4/15/2016,26,5,Lateral,Yes,4,Yes,Yes
35,single,Bachelor Degree,Male,13,<15 kms,Social Media,3,2/20/2016,2/23/2016,22,3,Vertical,Yes,11,Yes,Yes
29,married,Associate Degree,Male,12,<15 kms,Company Website,7,5/11/2015,5/21/2015,22,5,Lateral,Yes,5,No,Yes
29,married,Associate Degree,Male,10,15-20 kms,Company Website,3,4/2/2016,5/3/2016,51,4,Lateral,Yes,5,No,No
44,married,Master Degree,Male,10,<15 kms,Company Website,9,3/5/2015,3/11/2015,30,8,Vertical,Yes,20,Yes,Yes
28,married,Associate Certification,Male,10,> 20 kms,Company Website,10,7/18/2015,8/23/2015,16,4,Lateral,No,4,No,Yes
41,divorced,Master Degree,Male,11,> 20 kms,Consultants,4,8/16/2015,10/9/2015,15,4,Vertical,Yes,17,Yes,Yes
